# key	zipf — built by export_dictionary.py, do not hand-edit
اخبزن	0.00
اخبزوا	0.00
اخبزي	0.00
اخبى	0.00
اخبية	1.40
اخت	4.16
اختار	4.44
اختارت	4.05
اختاروا	3.68
اختاري	3.42
اختال	1.44
اختان	2.53
اختبا	2.81
اختباء	2.64
اختبار	4.65
اختباز	0.00
اختبر	3.44
اختبري	1.80
اختبز	0.00
اختتام	3.32
اختتامي	0.00
اختتان	0.00
اختتم	3.45
اختتن	0.00
اختتني	0.00
اختراع	4.08
اختراق	4.30
اخترط	0.00
اخترع	3.71
اخترعي	1.08
اخترق	3.41
اخترقي	0.00
اختزال	3.29
اختزالي	1.53
اختزان	1.99
اختزل	2.05
اختزن	1.31
اختص	2.94
اختصار	3.89
اختصاص	3.71
اختصام	1.18
اختصر	3.16
اختصم	1.79
اختضاب	0.00
اختضب	0.00
اختط	1.99
اختطاف	4.05
اختطف	3.61
اختطى	0.00
اختفاء	4.10
اختفى	4.11
اختل	2.72
اختلاء	1.30
اختلاج	1.76
اختلاجة	0.00
اختلاس	3.15
اختلاط	3.37
اختلاف	4.46
اختلاق	3.02
اختلال	3.39
اختلب	0.00
اختلج	0.00
اختلس	2.42
اختلط	3.30
اختلطتم	0.00
اختلطتن	0.00
اختلطنا	0.00
اختلطي	1.08
اختلف	4.03
اختلفتم	2.22
اختلفتن	0.00
اختلفنا	3.34
اختلفي	0.00
اختلق	2.55
اختلى	1.79
اختمار	1.30
اختمر	1.15
اختمرتم	0.00
اختمرتن	0.00
اختمرنا	0.00
اختمري	0.00
اختناق	3.35
اختنق	2.74
اختنوا	0.00
اختني	0.00
اختيار	4.95
اختياري	3.69
اختيال	1.54
اختير	3.68
اختيرت	3.54
اختيروا	2.34
اخثار	0.00
اخثر	0.00
اخجال	0.00
اخجل	3.37
اخجلن	0.00
اخجلوا	1.56
اخجلي	0.00
اخداش	0.00
اخداع	0.00
اخدان	1.01
اخدر	1.69
اخدش	1.20
اخدشن	0.00
اخدشوا	0.00
اخدشي	0.00
اخدع	2.00
اخدعان	0.00
اخدود	2.62
اخذ	5.02
اخذان	0.00
اخذتم	0.00
اخذتن	0.00
اخذل	1.83
اخذلن	0.00
اخذلوا	0.00
اخذلي	0.00
اخذنا	1.20
اخذي	2.28
اخر	5.84
اخرائيل	0.00
اخراج	4.50
اخراس	1.90
اخراص	0.00
اخرب	2.62
اخربة	0.00
اخرة	3.00
اخرج	4.29
اخرجة	1.62
اخرجن	1.21
اخرجوا	2.97
اخرجي	2.78
اخرس	3.69
اخرفة	0.00
اخرق	3.24
اخرمص	0.00
اخرمصت	0.00
اخرمصص	0.00
اخرمصي	0.00
اخرنطم	0.00
اخرنطمي	0.00
اخرنمس	0.00
اخرنمسي	0.00
اخروط	0.00
اخروطتم	0.00
اخروطتن	0.00
اخروطنا	0.00
اخروطي	0.00
اخروي	1.49
اخرى	5.94
اخريات	3.64
اخزاء	0.00
اخزنوا	0.00
اخزني	0.00
اخزى	2.13
اخسة	0.00
اخسر	3.39
اخشاب	2.93
اخشاش	0.00
اخشاف	0.00
اخشن	2.12
اخشوشب	0.00
اخشوشبي	0.00
اخشوشن	0.00
اخشوشني	0.00
اخص	2.77
اخصائي	3.82
اخصاب	2.49
اخصاص	0.00
اخصام	0.00
اخصب	2.45
اخصر	2.11
اخصوا	0.00
اخصى	0.00
اخصي	0.00
اخصين	0.00
اخضاب	0.00
اخضار	0.00
اخضارت	0.00
اخضارر	0.00
اخضاروا	0.00
اخضاري	0.00
اخضاع	3.43
اخضب	0.00
اخضر	4.19
اخضرار	2.15
اخضرت	1.75
اخضرر	0.00
اخضررتم	0.00
اخضررتن	0.00
اخضررنا	0.00
اخضروا	0.00
اخضري	0.00
اخضع	3.07
اخضعن	0.00
اخضعوا	1.60
اخضعي	1.52
اخضل	0.00
اخضلت	1.09
اخضلل	0.00
اخضللتم	0.00
اخضللتن	0.00
اخضللنا	0.00
اخضلن	0.00
اخضلوا	0.00
اخضلي	0.00
اخضوضب	0.00
اخضوضر	0.00
اخضوضري	0.00
اخضوضع	0.00
اخضوضعي	0.00
اخضيضار	0.00
اخطا	3.84
اخطاء	4.34
اخطار	3.55
اخطبوط	2.75
اخطر	4.22
اخطط	2.56
اخططن	0.00
اخطف	1.91
اخطم	0.00
اخطمة	0.00
اخطمن	0.00
اخطموا	0.00
اخطمي	0.00
اخف	3.69
اخفاء	4.15
اخفاف	1.47
اخفاق	3.12
اخفت	3.20
اخفش	0.00
اخفض	3.29
اخفق	3.24
اخفى	3.25
اخفية	0.00
اخل	2.97
اخلاء	4.05
اخلاب	0.00
اخلاد	0.00
اخلاص	3.41
اخلاط	2.16
اخلاف	1.84
اخلاق	3.99
اخلاقي	3.87
اخلاقية	4.00
اخلال	2.73
اخلة	0.00
اخلد	2.71
اخلدن	0.00
اخلدوا	1.22
اخلدي	1.16
اخلص	3.13
اخلط	2.46
اخلطن	0.00
اخلطوا	1.34
اخلطي	2.68
اخلف	2.91
اخلفن	0.00
اخلفوا	1.09
اخلفي	0.00
اخلق	3.29
اخلولق	0.00
اخلون	0.00
اخلى	2.74
اخلي	2.66
اخلياء	0.00
اخماج	0.00
اخماد	3.49
اخماس	2.52
اخماص	0.00
اخمد	2.58
اخمر	1.17
اخمرة	1.04
اخمرن	0.00
اخمروا	0.00
اخمري	0.00
اخمص	3.03
اخن	2.27
اخناء	0.00
اخنب	0.00
اخنبن	0.00
اخنبوا	0.00
اخنبي	0.00
اخنس	1.11
اخنع	0.00
اخنف	1.04
اخنى	1.10
اخوات	3.58
اخوال	2.20
اخوام	0.00
اخوان	3.84
اخوة	3.82
اخوف	2.48
اخون	2.88
اخونة	1.86
اخوي	3.16
اخوية	3.41
اخى	2.40
اخيار	2.45
اخياف	0.00
اخيال	0.00
اخير	3.54
اخيرا	4.97
اخيرى	0.00
اخيفت	0.00
اخيفي	0.00
اخيل	3.01
اخيلة	1.68
ادا	2.53
اداء	4.84
اداب	3.67
اداة	4.55
ادار	3.64
ادارا	0.00
ادارة	5.36
ادارت	3.23
ادارك	1.67
اداروا	2.52
اداري	3.90
اداف	0.00
ادام	2.91
ادان	3.76
ادانة	3.92
اداني	1.92
اداهي	0.00
اداوة	1.01
ادب	4.29
ادباء	3.13
ادباب	0.00
ادبار	1.93
ادباش	0.00
ادبب	0.00
ادببن	0.00
ادبر	3.03
ادبري	0.00
ادبي	3.60
ادبيا	2.99
ادبيات	3.11
ادت	4.71
ادثار	0.00
ادثر	0.00
ادجاء	0.00
ادجى	0.00
ادح	0.00
ادحاض	0.00
ادحض	1.43
ادحون	0.00
ادحى	0.00
ادحي	0.00
ادخار	2.81
ادخاس	0.00
ادخال	4.41
ادخر	2.59
ادخل	4.44
ادخلن	1.15
ادخلوا	3.55
ادخلي	3.32
ادخنة	2.44
ادر	3.12
ادرا	0.00
ادراب	0.00
ادراج	4.05
ادرار	2.57
ادراس	0.00
ادراك	4.13
ادران	1.92
ادرب	2.09
ادربن	0.00
ادربوا	0.00
ادربي	0.00
ادرج	3.44
ادرجن	0.00
ادرجوا	1.17
ادرجي	0.00
ادرس	3.32
ادرسن	0.00
ادرسوا	1.94
ادرسي	1.93
ادرع	1.47
ادرك	4.35
ادرنة	2.41
ادروا	0.00
ادرى	3.77
ادري	4.87
ادريس	4.15
ادرين	1.71
ادسم	0.00
ادع	3.51
ادعاء	3.79
ادعاص	0.00
ادعت	3.51
ادعث	0.00
ادعج	2.14
ادعس	1.48
ادعص	0.00
ادعق	0.00
ادعم	3.42
ادعمن	0.00
ادعموا	3.24
ادعمي	1.29
ادعون	0.00
ادعى	4.18
ادعي	3.63
ادعية	3.21
ادغال	2.79
ادغام	2.19
ادغم	1.49
ادفا	2.39
ادفاء	0.00
ادفان	0.00
ادفع	3.79
ادفعن	0.00
ادفعوا	2.35
ادفعي	2.07
ادفف	0.00
ادففن	0.00
ادفنوا	1.44
ادفني	1.63
ادق	3.80
ادقاء	0.00
ادقة	0.00
ادكن	1.82
ادل	2.82
ادلاء	2.63
ادلاس	0.00
ادلب	4.31
ادلة	4.53
ادلج	1.83
ادلف	1.57
ادلل	1.60
ادللن	0.00
ادلهم	1.58
ادلى	3.90
ادم	4.73
ادماء	0.00
ادماج	2.98
ادمان	3.78
ادمة	1.38
ادمج	2.29
ادمع	1.86
ادمغة	3.12
ادمل	0.00
ادمم	0.00
ادممن	0.00
ادمن	2.92
ادمني	0.00
ادمى	2.40
ادمي	3.09
ادمية	2.96
ادن	2.38
ادنا	0.00
ادناء	0.00
ادناس	0.00
ادناف	0.00
ادنون	0.00
ادنى	4.66
ادني	2.71
ادنياء	0.00
ادهان	1.47
ادهش	2.76
ادهم	3.59
ادهنا	0.00
ادهى	2.49
ادهية	0.00
ادو	2.38
ادواء	1.90
ادوات	4.65
ادوار	3.95
ادوال	0.00
ادوم	2.52
ادون	3.07
ادووا	0.00
ادوي	0.00
ادوية	4.12
ادوين	2.45
ادى	5.07
ادياك	0.00
اديان	2.97
اديب	3.79
اديبات	1.64
اديبة	2.27
اديرة	2.49
اديرت	2.09
اديري	1.66
اديم	2.64
اذا	6.13
اذاب	2.23
اذار	4.61
اذاع	2.76
اذاعة	4.32
اذاعت	2.61
اذاعوا	1.94
اذاق	1.84
اذاقة	0.00
اذاك	2.19
اذاكي	0.00
اذال	0.00
اذان	3.57
اذبال	0.00
اذبح	2.26
اذبحن	0.00
اذبحوا	1.64
اذبحي	0.00
اذبل	1.61
اذج	0.00
اذخار	0.00
اذخر	0.00
اذر	1.74
اذراب	0.00
اذرة	0.00
اذرع	3.38
اذروا	0.00
اذرون	0.00
اذرى	0.00
اذري	1.80
اذرية	0.00
اذرين	0.00
اذريون	1.09
اذعان	2.11
اذعن	2.42
اذفة	0.00
اذقن	0.00
اذكاء	2.31
اذكار	2.67
اذكر	4.56
اذكرن	0.00
اذكري	2.53
اذكى	3.72
اذكياء	3.22
اذل	2.84
اذلاء	2.16
اذلال	3.07
اذلة	2.42
اذلعب	0.00
اذلعبب	0.00
اذلعبت	0.00
اذلعبي	0.00
اذلف	1.04
اذلق	0.00
اذلول	0.00
اذلولت	0.00
اذلولى	0.00
اذما	1.44
اذمار	0.00
اذمة	0.00
اذن	4.82
اذناب	2.68
اذنب	2.74
اذنبتم	0.00
اذنبتن	0.00
اذنبنا	1.68
اذنبي	0.00
اذنة	1.46
اذني	3.59
اذهاب	0.00
اذهال	1.10
اذهان	3.58
اذهب	4.25
اذهبن	1.30
اذهبوا	3.58
اذهبي	2.87
اذهل	2.62
اذون	2.18
اذوى	0.00
اذى	3.93
اذي	2.33
اذيال	2.66
اذية	3.33
اذيعت	2.77
اذيعي	0.00
اذين	1.41
ارا	2.46
اراء	4.25
ارائج	0.00
ارائك	2.39
اراب	2.81
اراث	0.00
اراجح	0.00
اراجيح	1.90
اراجيز	1.56
اراجيف	0.00
اراح	2.43
اراحة	2.70
اراحت	1.60
اراحوا	0.00
اراد	4.86
ارادئ	0.00
ارادة	4.06
ارادت	4.27
ارادن	1.33
ارادوا	4.12
ارادي	3.00
اراذل	1.81
اراس	1.04
اراسن	0.00
اراسوا	0.00
اراسي	0.00
اراض	3.77
اراضي	4.44
اراع	0.00
اراق	2.08
اراقة	3.43
اراقق	0.00
اراك	4.03
اراكة	0.00
ارام	3.06
ارامل	2.86
ارامي	1.86
ارانب	2.80
اراو	1.08
اراوي	0.00
ارب	2.85
ارباء	0.00
ارباب	3.76
ارباث	0.00
ارباح	3.80
ارباد	0.00
ارباض	1.08
ارباع	3.59
ارباق	0.00
ارباك	2.64
اربب	0.00
ارببن	0.00
اربة	1.14
اربث	0.00
اربح	3.28
اربحن	0.00
اربحوا	1.43
اربحي	1.41
اربد	3.11
اربذ	0.00
اربط	3.14
اربطن	0.00
اربطوا	2.35
اربطي	2.01
اربع	4.99
اربعاء	3.10
اربعة	5.20
اربعون	3.49
اربك	2.59
اربكي	0.00
اربوسة	0.00
اربون	0.00
اربى	2.14
اربي	2.50
اربيان	0.00
اربيل	3.83
اربيوم	0.00
ارت	3.04
ارتاب	2.14
ارتاح	3.32
ارتاحت	2.26
ارتاحوا	2.43
ارتاحي	2.51
ارتاد	2.38
ارتاس	0.00
ارتاع	1.73
ارتال	2.40
ارتاى	2.57
ارتب	2.93
ارتباط	4.08
ارتباك	3.28
ارتبز	0.00
ارتبط	3.66
ارتبك	2.49
ارتبكتم	0.00
ارتبكتن	0.00
ارتبكنا	0.00
ارتبكي	0.00
ارتبل	0.00
ارتبن	0.00
ارتبوا	0.00
ارتبي	0.00
ارتج	1.51
ارتجاج	2.77
ارتجاع	2.66
ارتجاعي	1.43
ارتجاف	2.36
ارتجال	2.36
ارتجت	1.76
ارتجع	0.00
ارتجف	2.42
ارتجل	2.13
ارتجلي	0.00
ارتجى	0.00
ارتح	1.80
ارتحال	2.01
ارتحتم	0.00
ارتحتن	0.00
ارتحل	2.99
ارتحن	0.00
ارتحنا	2.12
ارتخاء	2.66
ارتخى	1.72
ارتد	3.22
ارتداء	4.32
ارتداد	3.15
ارتدت	3.45
ارتدد	0.00
ارتددتم	0.00
ارتددتن	0.00
ارتددنا	0.00
ارتدع	0.00
ارتدوا	3.20
ارتدى	3.63
ارتدي	2.90
ارتزاق	1.36
ارتزق	0.00
ارتزقتم	0.00
ارتزقتن	0.00
ارتزقنا	0.00
ارتزقي	0.00
ارتسام	1.29
ارتسم	1.99
ارتشاء	0.00
ارتشاف	2.28
ارتشف	2.09
ارتشى	1.23
ارتصاف	1.15
ارتصف	0.00
ارتضاء	0.00
ارتضخ	0.00
ارتضى	2.45
ارتطام	2.83
ارتطم	2.30
ارتع	0.00
ارتعاد	1.31
ارتعاش	2.43
ارتعب	2.02
ارتعد	2.01
ارتعدتم	0.00
ارتعدتن	0.00
ارتعدنا	0.00
ارتعدي	0.00
ارتعش	2.32
ارتعف	0.00
ارتعى	0.00
ارتفاع	4.94
ارتفاق	1.74
ارتفع	4.26
ارتفعتم	0.00
ارتفعتن	0.00
ارتفعنا	2.18
ارتفعي	1.49
ارتقاء	3.11
ارتقاب	1.34
ارتقب	1.26
ارتقى	3.22
ارتكاب	3.96
ارتكاز	2.89
ارتكاس	1.62
ارتكب	3.94
ارتكز	2.46
ارتكس	1.20
ارتكض	1.10
ارتكم	0.00
ارتكن	0.00
ارتماء	1.49
ارتمى	2.16
ارتهط	0.00
ارتهن	0.00
ارتواء	1.69
ارتوى	2.16
ارتياب	2.48
ارتياح	3.03
ارتياد	3.09
ارتياع	1.04
ارتيح	0.00
ارث	3.73
ارثعن	0.00
ارثعنت	0.00
ارثعنن	0.00
ارثعننا	0.00
ارثعني	0.00
ارثوذكس	2.16
ارج	2.22
ارجا	2.16
ارجاء	4.26
ارجاب	0.00
ارجاس	1.23
ارجاع	3.56
ارجاف	1.21
ارجام	0.00
ارجح	2.97
ارجحن	0.00
ارجحنت	0.00
ارجحنن	0.00
ارجحننا	0.00
ارجحني	0.00
ارجع	4.21
ارجعن	1.04
ارجعوا	3.02
ارجعي	3.18
ارجف	1.77
ارجل	3.55
ارجلة	0.00
ارجلن	0.00
ارجلوا	0.00
ارجلي	1.13
ارجوان	2.19
ارجواني	3.02
ارجوحة	2.87
ارجوزة	2.52
ارجوك	3.83
ارجون	2.29
ارجونة	0.00
ارجى	2.34
ارجي	2.38
ارجيش	1.08
ارح	2.76
ارحاء	0.00
ارحام	2.61
ارحب	3.64
ارحل	3.28
ارحم	3.56
ارحمن	1.08
ارحموا	2.44
ارحمي	1.61
ارخ	2.79
ارخاء	2.39
ارخام	0.00
ارخبيل	3.34
ارخخ	0.00
ارخخن	0.00
ارخص	3.85
ارخف	0.00
ارخم	1.23
ارخميدس	2.51
ارخى	2.16
ارخي	2.10
ارد	3.89
اردا	1.86
ارداف	2.25
اردب	1.20
اردد	2.27
ارددن	0.00
اردف	2.05
اردماني	0.00
اردمون	0.00
اردن	3.23
اردني	3.95
اردواز	0.00
اردى	2.60
اردياء	0.00
اردية	2.28
ارذال	0.00
ارذل	2.49
ارز	3.59
ارزاء	0.00
ارزاق	2.67
ارزة	1.84
ارزز	0.00
ارززن	0.00
ارزق	2.43
ارزقن	0.00
ارزقوا	0.00
ارزقي	1.34
ارزي	1.41
ارزيز	0.00
ارس	1.99
ارساء	3.38
ارساغ	0.00
ارسال	4.70
ارسان	1.08
ارسب	1.48
ارسخ	1.76
ارسطو	3.43
ارسغ	0.00
ارسل	4.76
ارسلان	3.08
ارسلي	2.42
ارسم	3.55
ارسمن	0.00
ارسموا	1.70
ارسمي	2.36
ارسن	1.39
ارسى	2.77
ارش	2.57
ارشاء	0.00
ارشاد	3.54
ارشاق	0.00
ارشح	2.64
ارشد	3.14
ارشدي	0.00
ارشذونة	0.00
ارشش	0.00
ارششن	0.00
ارشف	1.81
ارشك	0.00
ارشكي	0.00
ارشم	0.00
ارشى	1.36
ارشية	0.00
ارشيدوق	2.41
ارشيف	4.06
ارصاد	2.43
ارصاف	0.00
ارصد	2.07
ارصدة	2.76
ارصع	0.00
ارصفة	3.29
ارض	5.02
ارضاء	3.82
ارضاع	2.53
ارضة	2.08
ارضت	1.90
ارضع	2.10
ارضوا	1.12
ارضون	0.00
ارضى	3.48
ارضي	3.86
ارضياء	0.00
ارضية	4.25
ارضين	1.82
ارط	0.00
ارطاب	0.00
ارطال	2.81
ارطب	1.82
ارطى	0.00
ارع	1.87
ارعاء	0.00
ارعاد	0.00
ارعاش	0.00
ارعب	2.59
ارعد	1.42
ارعدي	0.00
ارعش	0.00
ارعن	2.43
ارعو	0.00
ارعواء	0.00
ارعون	0.00
ارعوى	1.30
ارعى	2.61
ارعي	1.43
ارغاء	0.00
ارغاد	0.00
ارغام	2.95
ارغد	1.62
ارغفة	2.41
ارغم	3.06
ارغن	1.86
ارغون	1.41
ارغى	0.00
ارفاد	1.16
ارفاش	0.00
ارفاق	3.19
ارفخشذ	1.72
ارفض	3.85
ارفع	3.96
ارفق	2.98
ارفقة	0.00
ارفل	1.20
ارفه	1.36
ارق	3.46
ارقاء	1.73
ارقاد	0.00
ارقاص	0.00
ارقاط	0.00
ارقام	4.47
ارقان	0.00
ارقد	2.88
ارقدن	0.00
ارقدوا	1.70
ارقدي	2.21
ارقش	0.00
ارقص	3.14
ارقصن	0.00
ارقصوا	1.95
ارقصي	2.39
ارقط	1.56
ارقع	1.55
ارقى	3.86
ارك	2.85
اركاب	1.74
اركاع	0.00
اركان	4.29
اركب	2.82
اركس	0.00
اركش	0.00
اركض	3.11
اركضن	0.00
اركضوا	1.89
اركضي	1.97
اركع	2.02
اركن	2.19
اركنساس	2.69
اركون	2.44
ارم	3.15
ارماء	0.00
ارماح	0.00
ارماق	0.00
ارمال	0.00
ارمد	1.60
ارمدة	0.00
ارمس	1.37
ارمش	2.07
ارمل	2.73
ارملة	3.85
ارمن	2.33
ارمني	3.50
ارموا	2.17
ارمى	1.87
ارمي	3.27
ارميا	2.70
ارمية	1.44
ارمين	2.26
ارمينيا	4.15
ارمينية	2.49
ارن	2.15
ارنؤد	0.00
ارنؤدي	0.00
ارنب	3.26
ارنبة	2.54
ارنق	0.00
ارنيط	0.00
ارهاب	3.97
ارهابي	4.05
ارهابية	4.43
ارهاصات	2.24
ارهاط	0.00
ارهاف	0.00
ارهاق	3.09
ارهب	2.37
ارهبن	0.00
ارهبوا	1.07
ارهبي	0.00
ارهط	0.00
ارهف	1.46
ارهفي	0.00
ارهق	2.75
ارو	2.59
ارواء	2.34
ارواث	0.00
ارواح	4.23
ارواق	1.74
اروام	0.00
اروح	3.23
اروحتم	0.00
اروحتن	0.00
اروحنا	1.68
اروحي	0.00
اروع	4.18
اروفى	0.00
اروق	2.54
اروقة	3.28
اروم	1.78
ارومة	2.02
ارونية	0.00
ارووا	0.00
اروى	3.34
اروي	2.41
اروية	0.00
اروين	2.30
ارى	4.79
اري	3.42
ارياح	1.47
ارياع	0.00
ارياف	2.53
ارياق	0.00
اريانة	2.30
اريب	1.81
اريتري	1.71
اريتريا	3.61
اريج	3.18
اريحا	3.58
اريحت	0.00
اريحي	1.70
اريدت	1.23
اريدي	1.23
اريديوم	1.16
اريزونا	3.79
اريس	2.05
اريكا	1.84
اريكة	3.32
اريوس	2.51
اريوسية	0.00
ازا	2.01
ازاء	4.21
ازاح	2.74
ازاحة	3.65
ازادرخت	0.00
ازار	2.66
ازاغ	1.70
ازاغة	0.00
ازال	3.83
ازالة	4.67
ازام	0.00
ازاميل	1.33
ازاهر	1.04
ازب	1.63
ازباد	0.00
ازبال	0.00
ازبد	1.41
ازبر	0.00
ازبرن	0.00
ازبروا	0.00
ازبري	0.00
ازج	2.15
ازجاج	0.00
ازجال	0.00
ازجى	0.00
ازح	2.32
ازحف	1.90
ازحل	0.00
ازحلن	0.00
ازحلوا	0.00
ازحلي	0.00
ازحم	1.19
ازحمن	0.00
ازحموا	0.00
ازحمي	0.00
ازداد	4.01
ازدادت	3.94
ازدادوا	2.57
ازدادي	0.00
ازدان	1.76
ازدانت	1.86
ازدانوا	0.00
ازداني	0.00
ازدجر	0.00
ازدحام	3.38
ازدحم	2.07
ازدحمتم	0.00
ازدحمتن	0.00
ازدحمنا	0.00
ازدحمي	0.00
ازدد	1.37
ازددتم	0.00
ازددتن	0.00
ازددن	0.00
ازددنا	1.89
ازدراء	3.28
ازدراد	0.00
ازدرد	0.00
ازدردي	0.00
ازدرع	0.00
ازدرى	1.47
ازدقم	0.00
ازدلف	0.00
ازدن	0.00
ازدنا	0.00
ازدنتم	0.00
ازدنتن	0.00
ازدهاء	0.00
ازدهار	3.57
ازدهر	2.65
ازدهرتم	0.00
ازدهرتن	0.00
ازدهرنا	0.00
ازدهري	0.00
ازدهف	0.00
ازدهى	0.00
ازدواج	2.72
ازدواجي	1.62
ازدوج	0.00
ازدوجتم	0.00
ازدوجتن	0.00
ازدوجنا	0.00
ازدوجي	0.00
ازدياد	4.01
ازديان	0.00
ازديد	0.00
ازر	2.92
ازرار	3.48
ازرد	0.00
ازردن	0.00
ازردوا	0.00
ازردي	0.00
ازرع	2.92
ازرعن	0.00
ازرعوا	1.71
ازرعي	1.36
ازرق	4.18
ازرقت	1.04
ازرقق	0.00
ازرققتم	0.00
ازرققتن	0.00
ازرققنا	0.00
ازرقوا	0.00
ازرقي	0.00
ازرو	2.19
ازرى	1.83
ازعاج	3.74
ازعج	3.31
ازعر	1.45
ازعل	1.90
ازعم	1.92
ازعمن	0.00
ازعموا	0.00
ازعمي	0.00
ازغ	0.00
ازف	2.63
ازفة	0.00
ازفل	0.00
ازق	1.48
ازقاق	0.00
ازقة	2.82
ازك	0.00
ازكاء	0.00
ازكى	2.77
ازكياء	1.17
ازل	3.44
ازلف	0.00
ازلي	2.53
ازم	1.94
ازماع	0.00
ازمال	0.00
ازمان	2.71
ازمة	4.74
ازمع	1.32
ازمن	0.00
ازمنة	3.34
ازميل	2.13
ازن	1.94
ازناد	0.00
ازند	0.00
ازندة	0.00
ازنوا	0.00
ازنى	1.13
ازني	1.26
ازنين	0.00
ازهار	3.77
ازهاق	2.48
ازهد	2.04
ازهر	3.04
ازهرتم	0.00
ازهرتن	0.00
ازهرن	0.00
ازهرنا	0.00
ازهروا	0.00
ازهري	2.77
ازهق	2.26
ازهقن	0.00
ازهقوا	0.00
ازهقي	0.00
ازهى	2.58
ازو	1.94
ازواج	3.68
ازواد	3.07
ازوار	1.21
ازواغ	1.38
ازوان	0.00
ازوت	1.01
ازور	2.87
ازورار	0.00
ازورة	1.04
ازووا	0.00
ازوى	0.00
ازوي	0.00
ازوين	0.00
ازى	1.04
ازي	1.28
ازياء	4.18
ازياج	0.00
ازيار	1.29
ازياق	0.00
ازيان	1.08
ازيد	3.54
ازيز	2.97
ازيف	1.51
اسؤ	1.23
اسئتم	0.00
اسئتما	0.00
اسئتن	0.00
اسئلة	4.64
اسئمتم	0.00
اسئمتن	0.00
اسئمنا	0.00
اسئمي	0.00
اسئنا	0.00
اسا	2.63
اساء	3.85
اساءا	1.12
اساءت	3.09
اساءتا	0.00
اساؤوا	2.62
اسائوا	1.02
اسابق	2.22
اسابيع	4.81
اساتذة	4.07
اساتم	2.16
اساتما	0.00
اساتن	0.00
اسار	1.54
اسارع	1.42
اسارون	0.00
اسارير	1.93
اساس	4.95
اساسا	4.52
اساسي	4.57
اساسيا	4.07
اساطير	3.70
اساطيل	2.53
اساطين	2.28
اساغ	0.00
اسافل	1.86
اساقفة	3.12
اساكفة	0.00
اسال	4.08
اسالة	2.27
اسالن	0.00
اسالوا	2.92
اسالي	2.99
اساليب	4.38
اسام	2.13
اسامة	4.36
اسامتم	0.00
اسامتن	0.00
اسامن	0.00
اسامنا	0.00
اساموا	0.00
اسامي	3.09
اسان	0.00
اسانا	2.46
اساوئ	0.00
اساور	3.01
اساوى	0.00
اسايا	0.00
اسباب	4.96
اسبات	1.41
اسبار	0.00
اسباع	1.35
اسباغ	2.34
اسباق	0.00
اسبان	2.30
اسبانخ	0.00
اسباني	3.34
اسبانيا	4.69
اسبانية	3.93
